Date,Zip Code,Model Year,Fuel,Make,Light_Duty,Vehicles
12/31/2018,90002,2007,Gasoline,Type_Y,Yes,33
1/1/2019,90002,2007,Gasoline,Type_K,Yes,31
1/2/2019,90002,2007,Gasoline,Type_L,Yes,22
1/3/2019,90002,2007,Gasoline,Type_S,Yes,43
1/4/2019,90002,2007,Gasoline,Type_T,Yes,19
1/5/2019,90002,2007,Gasoline,Type_M,Yes,14
1/6/2019,90002,2007,Gasoline,Type_U,Yes,14
1/7/2019,90002,2007,Gasoline,Type_N,Yes,147
1/8/2019,90002,2007,Gasoline,OTHER/UNK,No,6
1/9/2019,90002,2007,Gasoline,OTHER/UNK,Yes,36
1/10/2019,90002,2007,Gasoline,Type_V,Yes,18
1/11/2019,90002,2007,Gasoline,Type_W,Yes,21
1/12/2019,90002,2007,Gasoline,Type_X,Yes,34
1/13/2019,90002,2007,Gasoline,Type_Q,Yes,284
1/14/2019,90002,2007,Gasoline,Type_R,Yes,14
1/15/2019,90002,2007,Hybrid Gasoline,OTHER/UNK,Yes,15
1/16/2019,90002,2007,Hybrid Gasoline,Type_Q,Yes,34
1/17/2019,90002,2008,Diesel and Diesel Hybrid,Type_MM,No,16
1/18/2019,90002,2008,Diesel and Diesel Hybrid,OTHER/UNK,No,25
1/19/2019,90002,2008,Diesel and Diesel Hybrid,OTHER/UNK,Yes,4
1/20/2019,90002,2008,Flex-Fuel,Type_A,Yes,36
1/21/2019,90002,2008,Flex-Fuel,OTHER/UNK,Yes,17
1/22/2019,90002,2008,Gasoline,Type_G,Yes,38
1/23/2019,90002,2008,Gasoline,Type_H,Yes,26
1/24/2019,90002,2008,Gasoline,Type_A,Yes,97
1/25/2019,90002,2008,Gasoline,Type_I,Yes,45
1/26/2019,90002,2008,Gasoline,Type_B,Yes,64
1/27/2019,90002,2008,Gasoline,Type_C,Yes,77
1/28/2019,90002,2008,Gasoline,Type_D,Yes,16
1/29/2019,90002,2008,Gasoline,Type_J,Yes,107
1/30/2019,90002,2008,Gasoline,Type_J,Yes,12
1/31/2019,90002,2008,Gasoline,Type_Y,Yes,34
2/1/2019,90002,2008,Gasoline,Type_K,Yes,21
2/2/2019,90002,2008,Gasoline,Type_L,Yes,17
2/3/2019,90002,2008,Gasoline,Type_S,Yes,23
2/4/2019,90002,2008,Gasoline,Type_M,Yes,18
2/5/2019,90002,2008,Gasoline,Type_N,Yes,130
2/6/2019,90002,2008,Gasoline,OTHER/UNK,No,1
2/7/2019,90002,2008,Gasoline,OTHER/UNK,Yes,68
2/8/2019,90002,2008,Gasoline,Type_W,Yes,16
2/9/2019,90002,2008,Gasoline,Type_X,Yes,40
2/10/2019,90002,2008,Gasoline,Type_Q,Yes,167
2/11/2019,90002,2008,Gasoline,Type_R,Yes,14
2/12/2019,90002,2008,Hybrid Gasoline,OTHER/UNK,Yes,16
2/13/2019,90002,2008,Hybrid Gasoline,Type_Q,Yes,18
2/14/2019,90002,2009,Diesel and Diesel Hybrid,Type_MM,No,15
2/15/2019,90002,2009,Diesel and Diesel Hybrid,OTHER/UNK,No,18
2/16/2019,90002,2009,Diesel and Diesel Hybrid,OTHER/UNK,Yes,1
2/17/2019,90002,2009,Flex-Fuel,Type_A,Yes,21
2/18/2019,90002,2009,Flex-Fuel,OTHER/UNK,Yes,13
2/19/2019,90002,2009,Gasoline,Type_A,Yes,42
2/20/2019,90002,2009,Gasoline,Type_B,Yes,18
2/21/2019,90002,2009,Gasoline,Type_C,Yes,25
2/22/2019,90002,2009,Gasoline,Type_J,Yes,72
2/23/2019,90002,2009,Gasoline,Type_Y,Yes,13
2/24/2019,90002,2009,Gasoline,Type_L,Yes,30
2/25/2019,90002,2009,Gasoline,Type_N,Yes,109
2/26/2019,90002,2009,Gasoline,OTHER/UNK,Yes,112
2/27/2019,90002,2009,Gasoline,Type_X,Yes,25
2/28/2019,90002,2009,Gasoline,Type_Q,Yes,158
3/1/2019,90002,2009,Gasoline,Type_R,Yes,23
3/2/2019,90002,2009,Hybrid Gasoline,OTHER/UNK,Yes,15
3/3/2019,90002,2009,Natural Gas,OTHER/UNK,No,1
3/4/2019,90002,2010,Diesel and Diesel Hybrid,Type_MM,No,20
3/5/2019,90002,2010,Diesel and Diesel Hybrid,OTHER/UNK,No,16
3/6/2019,90002,2010,Diesel and Diesel Hybrid,OTHER/UNK,Yes,2
3/7/2019,90002,2010,Flex-Fuel,Type_A,Yes,39
3/8/2019,90002,2010,Flex-Fuel,OTHER/UNK,Yes,20
12/2/2018,90002,2010,Gasoline,Type_A,Yes,36
12/3/2018,90002,2010,Gasoline,Type_I,Yes,11
12/4/2018,90002,2010,Gasoline,Type_B,Yes,58
12/5/2018,90002,2010,Gasoline,Type_C,Yes,45
12/6/2018,90002,2010,Gasoline,Type_J,Yes,82
12/7/2018,90002,2010,Gasoline,Type_J,Yes,12
